title,number,font,5,1,0
img_title_bowl,73,KaiseiDecol,0,0,0
img_title_bowl,73,NotoSansJP,0,0,0
img_title_bowl,73,NotoSerif,0,0,0
img_title_bowl,73,Reggae,0,0,0
img_title_bowl,73,Stick,0,0,0
img_title_bowl,74,DelaGothic,0,0,0
img_title_bowl,74,HachiMaruPop,0,0,0
img_title_bowl,74,KaiseiDecol,0,0,0
img_title_bowl,74,NotoSansJP,0,0,0
img_title_bowl,74,NotoSerif,0,0,0
img_title_bowl,74,Reggae,0,0,0
img_title_bowl,74,Stick,0,0,0
img_title_bowl,75,DelaGothic,0,0,0
img_title_bowl,75,HachiMaruPop,0,0,0
img_title_bowl,75,KaiseiDecol,0,0,0
img_title_bowl,75,NotoSansJP,0,0,0
img_title_bowl,75,NotoSerif,0,0,0
img_title_bowl,75,Reggae,0,0,0
img_title_bowl,75,Stick,0,0,0
img_title_bowl,76,DelaGothic,0,0,0
img_title_bowl,76,HachiMaruPop,0,0,0
img_title_bowl,76,KaiseiDecol,0,0,0
img_title_bowl,76,NotoSansJP,0,0,0
img_title_bowl,76,NotoSerif,0,0,0
img_title_bowl,76,Reggae,0,0,0
img_title_bowl,76,Stick,0,0,0
img_title_bowl,77,DelaGothic,0,0,0
img_title_bowl,77,HachiMaruPop,0,0,0
img_title_bowl,77,KaiseiDecol,0,0,0
img_title_bowl,77,NotoSansJP,0,0,0
img_title_bowl,77,NotoSerif,0,0,0
img_title_bowl,77,Reggae,0,0,0
img_title_bowl,77,Stick,0,0,0
img_title_bowl,78,DelaGothic,0,0,0
img_title_bowl,78,HachiMaruPop,0,0,0
img_title_bowl,78,KaiseiDecol,0,0,0
img_title_bowl,78,NotoSansJP,0,0,0
img_title_bowl,78,NotoSerif,0,0,0
img_title_bowl,78,Reggae,0,0,0
img_title_bowl,78,Stick,0,0,0
img_title_bowl,79,DelaGothic,0,0,0
img_title_bowl,79,HachiMaruPop,0,0,0
img_title_bowl,79,KaiseiDecol,0,0,0
img_title_bowl,79,NotoSansJP,0,0,0
img_title_bowl,79,NotoSerif,0,0,0
img_title_bowl,79,Reggae,0,0,0
img_title_bowl,79,Stick,0,0,0
img_title_bowl,80,DelaGothic,0,0,0
img_title_bowl,80,HachiMaruPop,0,0,0
img_title_bowl,80,KaiseiDecol,0,0,0
img_title_bowl,80,NotoSansJP,0,0,0
img_title_bowl,80,NotoSerif,0,0,0
img_title_bowl,80,Reggae,0,0,0
img_title_bowl,80,Stick,0,0,0
img_title_bowl,81,DelaGothic,0,0,0
img_title_bowl,81,HachiMaruPop,0,0,0
img_title_bowl,81,KaiseiDecol,0,0,0
img_title_bowl,81,NotoSansJP,0,0,0
img_title_bowl,81,NotoSerif,0,0,0
img_title_bowl,81,Reggae,0,0,0
img_title_bowl,81,Stick,0,0,0
img_title_bowl,82,DelaGothic,0,0,0
img_title_bowl,82,HachiMaruPop,0,0,0
img_title_bowl,82,KaiseiDecol,0,0,0
img_title_bowl,82,NotoSansJP,0,0,0
img_title_bowl,82,NotoSerif,0,0,0
img_title_bowl,82,Reggae,0,0,0
img_title_bowl,82,Stick,0,0,0
img_title_bowl,83,DelaGothic,0,0,0
img_title_bowl,83,HachiMaruPop,0,0,0
img_title_bowl,83,KaiseiDecol,0,0,0
img_title_bowl,83,NotoSansJP,0,0,0
img_title_bowl,83,NotoSerif,0,0,0
img_title_bowl,83,Reggae,0,0,0
img_title_bowl,83,Stick,0,0,0
img_title_bowl,84,DelaGothic,1,0,0
img_title_bowl,84,HachiMaruPop,1,0,0
img_title_bowl,84,KaiseiDecol,0,0,1
img_title_bowl,84,NotoSansJP,0,0,1
img_title_bowl,84,NotoSerif,0,1,0
img_title_bowl,84,Reggae,0,1,0
img_title_bowl,84,Stick,0,1,0
img_title_bowl,85,DelaGothic,0,0,0
img_title_bowl,85,HachiMaruPop,0,0,0
img_title_bowl,85,KaiseiDecol,0,0,0
img_title_bowl,85,NotoSansJP,0,0,0
img_title_bowl,85,NotoSerif,0,0,0
img_title_bowl,85,Reggae,0,0,0
img_title_bowl,85,Stick,0,0,0
img_title_bowl,86,DelaGothic,0,0,0
img_title_bowl,86,HachiMaruPop,0,0,0
img_title_bowl,86,KaiseiDecol,0,0,0
img_title_bowl,86,NotoSansJP,0,0,0
img_title_bowl,86,NotoSerif,0,0,0
img_title_bowl,86,Reggae,0,0,0
img_title_bowl,86,Stick,0,0,0
img_title_bowl,87,DelaGothic,0,0,0
img_title_bowl,87,HachiMaruPop,0,0,0
img_title_bowl,87,KaiseiDecol,0,0,0
